,raw_tstats,cell_tstats,raw_pvalues,cell_pvalues,multinomial_ranks,taxonomy
8a6a2ed0b69615e91b2c14c975d51626,1.0267841623558298,1.0267841623558298,0.27625310597859837,0.32477521957685584,0.4360034539743536,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
8acd9853890798ecbe98715df7a0a677,1.1766807672732784,1.1766807672732784,0.2147864496457555,0.26213692980297554,-1.0649909303144345,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__
8b3a84de5ee8f40aa4350c850bf5172f,0.833102750551282,0.833102750551282,0.22961776686854074,0.4210593879574236,-0.7546834275678522,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae
8bbaa1eaa1f6ff2eb1b3995fb2e62887,0.7441251822230127,0.7441251822230127,0.3795245958710094,0.47112151489597864,-1.022237233872784,k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter
8d48f97e38ab1b57331eb2abdd99db45,0.9370058168748382,0.9370058168748382,0.48629866303609715,0.3672313003911637,0.06747276330434017,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
8d58567ab0ece8ab9f1e5d0da69d5cc0,-1.153589445522747,-1.153589445522747,0.165406705523018,0.2711280201115213,-0.08366625761545965,k__Bacteria
8e1cdd964cdb3d1f18cb6d13d9d661c3,1.2663429387377003,1.2663429387377003,0.5202214450219854,0.22942041544894107,-0.09221821283854316,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__
8e3a6f4c829ba8800e40de0f1a9b4ddb,,,,,0.4360034539743536,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__
8e7f9b4e7d0a63fb3cc1e80ee9021b04,0.9462011327089133,0.9462011327089133,0.5709092473261096,0.362710197035083,0.17637056851826838,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
8e901c87e71b6b23ab4723ff3191a076,0.5141763081248684,0.5141763081248684,0.19068078781310036,0.6164655906880767,-0.2763897702649958,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae
8ea41924fb447cff86851b740f56d337,0.7215288940455847,0.7215288940455847,0.1677970584370368,0.48440609620634456,-1.5111357495740778,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__
8f0ba2d0c4a91f9303ab9e1b48d9f92b,1.6876620748792486,1.6876620748792486,0.1724192834588329,0.11727309252286013,-0.1853124425367243,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
